,first_name,last_name,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,age,age_group,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE,Loyalty
464,Giorgi,O'Shirine,Male,68,Retail,Mass Customer,Yes,15,6 Novick Alley,3934,VIC,8,219,40.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Bronze
465,Ashlen,Willbond,Female,64,Health,High Net Worth,No,16,723 Grayhawk Way,3934,VIC,8,913,37.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Bronze
466,Harland,Messenger,Male,90,Retail,Mass Customer,No,8,27 Crownhardt Center,3934,VIC,10,944,47.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Bronze
467,Roberto,Harme,Male,27,Financial Services,High Net Worth,No,10,101 Starling Pass,2564,NSW,9,158,70.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
468,Nichole,Leisman,Male,37,Property,Affluent Customer,No,4,35151 Bunker Hill Crossing,2068,NSW,12,158,35.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
469,Amil,Ennor,Female,23,Health,Mass Customer,Yes,10,2093 Amoth Pass,3109,VIC,11,158,26.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
470,Lynnett,Tipper,Female,22,Health,High Net Worth,Yes,2,9 Ridgeview Avenue,3109,VIC,10,466,28.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
471,Moina,Rosenbaum,Female,50,IT,Mass Customer,No,14,0 Memorial Road,3109,VIC,10,468,20.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
472,Carl,Troyes,Male,4,Property,Mass Customer,No,7,1217 Melody Alley,3109,VIC,10,791,49.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Platinum
473,Shawna,Hinrichsen,Female,60,Manufacturing,Affluent Customer,Yes,9,57343 Eagan Avenue,2326,NSW,2,163,52.0,50-59,10.0,Major Cities of Australia,0.889056,88.9056032,Silver
474,Shawna,Hinrichsen,Female,60,Manufacturing,Affluent Customer,Yes,9,57343 Eagan Avenue,2326,NSW,2,163,52.0,50-59,11.0,Inner Regional Australia,0.110944,11.0943968,Silver
475,Emilie,Brody,Female,3,Financial Services,Mass Customer,Yes,3,5388 Burrows Alley,2073,NSW,11,163,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
476,Queenie,Learie,Female,90,Property,Mass Customer,No,12,7 Sauthoff Park,2073,NSW,11,420,74.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
477,Robert,Corkill,Male,55,Health,Mass Customer,No,4,5612 Toban Point,2227,NSW,10,166,46.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
478,Hunfredo,Hayball,Male,7,IT,Affluent Customer,No,3,60461 Esch Avenue,2227,NSW,8,219,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
479,Guss,Karim,Male,95,Manufacturing,Mass Customer,No,7,4 Warner Circle,2227,NSW,11,312,53.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Bronze
480,Elvira,Kurten,Female,65,Financial Services,High Net Worth,No,12,65 Ridge Oak Court,2471,NSW,3,166,48.0,40-49,11.0,Inner Regional Australia,1.0,99.9999996,Platinum
481,Regine,Bownes,Female,99,Retail,Affluent Customer,No,15,255 Loeprich Lane,3752,VIC,9,166,69.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
482,Alvira,Coulman,Female,42,Financial Services,Affluent Customer,No,14,823 Wayridge Trail,2205,NSW,9,166,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
483,Anthony,Lindstrom,Male,86,Financial Services,Affluent Customer,Yes,10,427 Oak Avenue,2205,NSW,10,495,24.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
484,Sawyer,Sponton,Male,36,Property,Mass Customer,Yes,10,5 Golf Terrace,2126,NSW,11,166,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
485,Gilbert,O'Fallone,Male,29,Entertainment,High Net Worth,No,1,6 Havey Pass,2126,NSW,11,595,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
486,Paten,Cayet,Male,56,Manufacturing,Affluent Customer,Yes,16,1398 Burning Wood Way,3850,VIC,1,174,27.0,18-29,21.0,Inner Regional Australia,1.0,100.0,Platinum
487,Rozamond,Turtle,U,69,IT,Mass Customer,Yes,3,57025 New Castle Street,3850,VIC,3,324,80.0,70+,21.0,Inner Regional Australia,1.0,100.0,Silver
488,Loria,Tappington,Female,72,Property,Mass Customer,No,5,3920 Swallow Junction,3038,VIC,8,174,66.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
489,Tanya,Kiefer,Female,54,Telecommunications,High Net Worth,No,7,4 Warner Park,2146,NSW,9,174,29.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
490,Rand,Winchcum,Male,34,Financial Services,Affluent Customer,No,3,4594 Jackson Hill,2146,NSW,7,810,21.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
491,Devonne,Alderwick,Female,79,Financial Services,High Net Worth,Yes,9,534 Lien Lane,3122,VIC,7,177,83.0,70+,20.0,Major Cities of Australia,1.0,100.0,Platinum
492,Pace,Clemonts,Male,99,Retail,High Net Worth,No,10,335 Cambridge Hill,3122,VIC,7,358,31.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Silver
493,Jacobo,Mucklow,Male,62,Financial Services,High Net Worth,Yes,22,5512 Ronald Regan Hill,3122,VIC,8,530,69.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Platinum
494,Omero,McDonand,Male,51,Manufacturing,Mass Customer,No,16,48 Shoshone Park,2066,NSW,9,177,69.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
495,Opal,Cleare,Female,6,Property,Affluent Customer,Yes,20,247 Blue Bill Park Parkway,2066,NSW,9,429,44.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
496,Katleen,Arnoult,Female,6,Manufacturing,Mass Customer,Yes,13,540 Farragut Avenue,2066,NSW,9,507,45.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
497,Phyllis,Wibberley,Female,7,Retail,Affluent Customer,No,11,03 Bellgrove Avenue,2066,NSW,12,750,51.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Bronze
498,Briano,Janowski,Male,66,Financial Services,Mass Customer,No,7,3259 Eagan Parkway,2066,NSW,8,838,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Gold
499,Jammie,Seldner,Female,42,Health,Mass Customer,Yes,15,8 Saint Paul Junction,2066,NSW,10,963,47.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
500,Iain,Haversham,Male,92,Retail,Mass Customer,Yes,13,170 Briar Crest Place,2120,NSW,10,177,71.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
501,Ivy,Farr,Female,56,IT,High Net Worth,No,19,08470 Kingsford Lane,2120,NSW,11,530,48.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
502,Keriann,Newham,Female,71,Financial Services,Mass Customer,No,5,0193 Northland Street,4179,QLD,9,177,46.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Silver
503,Conroy,Rappaport,Male,39,Health,High Net Worth,No,9,5219 Pearson Drive,2148,NSW,9,181,57.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
504,Vittorio,Boxen,Male,94,Financial Services,Mass Customer,No,14,3 Anthes Court,2148,NSW,9,233,56.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
505,Geoff,Sitford,Male,97,Financial Services,Mass Customer,Yes,4,7 Elgar Road,2148,NSW,8,297,57.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
506,Claudette,Renackowna,Female,55,Manufacturing,Mass Customer,No,2,0800 Dahle Alley,2148,NSW,8,492,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
507,Nev,Prosh,Male,29,Health,Affluent Customer,Yes,17,6115 Forest Crossing,2148,NSW,8,612,71.0,70+,10.0,Major Cities of Australia,1.0,100.0,Platinum
508,Wolf,Craft,Male,93,Retail,Affluent Customer,Yes,5,7513 Swallow Drive,2148,NSW,9,646,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
509,Wilburt,Padden,Male,22,Manufacturing,Mass Customer,No,3,22 Muir Avenue,2148,NSW,5,845,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
510,Dorian,Rustman,Male,78,Manufacturing,Mass Customer,No,18,6156 Summit Center,4352,QLD,7,181,47.0,40-49,31.0,Inner Regional Australia,0.9621749,96.2174947,Bronze
511,Dorian,Rustman,Male,78,Manufacturing,Mass Customer,No,18,6156 Summit Center,4352,QLD,7,181,47.0,40-49,32.0,Outer Regional Australia,0.0378251,3.7825053,Bronze
512,Laurel,Devennie,Female,78,Manufacturing,Affluent Customer,No,13,069 Hoard Pass,4352,QLD,5,536,45.0,40-49,31.0,Inner Regional Australia,0.9621749,96.2174947,Bronze
513,Laurel,Devennie,Female,78,Manufacturing,Affluent Customer,No,13,069 Hoard Pass,4352,QLD,5,536,45.0,40-49,32.0,Outer Regional Australia,0.0378251,3.7825053,Bronze
514,Zebulen,Emtage,Male,52,Financial Services,High Net Worth,Yes,17,44 Ronald Regan Parkway,4352,QLD,7,733,58.0,50-59,31.0,Inner Regional Australia,0.9621749,96.2174947,Bronze
515,Zebulen,Emtage,Male,52,Financial Services,High Net Worth,Yes,17,44 Ronald Regan Parkway,4352,QLD,7,733,58.0,50-59,32.0,Outer Regional Australia,0.0378251,3.7825053,Bronze
516,Quillan,Guinane,Male,36,Financial Services,High Net Worth,Yes,21,803 Badeau Point,2177,NSW,8,181,75.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
517,Philbert,Raraty,Male,48,Manufacturing,Mass Customer,No,6,10 Dexter Park,2177,NSW,9,274,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
518,Francisca,Pottage,Female,63,IT,Mass Customer,No,8,8600 Forster Lane,2177,NSW,9,615,64.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Platinum
519,Harlin,Mazin,Male,34,Manufacturing,Mass Customer,Yes,13,735 Westridge Road,2454,NSW,7,181,47.0,40-49,11.0,Inner Regional Australia,0.0180085,1.8008474,Silver
520,Harlin,Mazin,Male,34,Manufacturing,Mass Customer,Yes,13,735 Westridge Road,2454,NSW,7,181,47.0,40-49,12.0,Outer Regional Australia,0.9819915,98.1991526,Silver
521,Eustacia,Dornan,Female,68,Property,Mass Customer,No,5,1190 Hanson Street,3806,VIC,9,181,36.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Bronze
522,Adriana,Saundercock,U,20,IT,High Net Worth,Yes,14,82 Gina Junction,3806,VIC,7,751,80.0,70+,20.0,Major Cities of Australia,1.0,100.0,Platinum
523,Quentin,Gerleit,Female,32,Manufacturing,Mass Customer,No,4,88 Aberg Circle,3806,VIC,8,865,31.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Silver
524,Fabio,Commuzzo,Male,5,Manufacturing,Mass Customer,No,18,66 Shopko Circle,3806,VIC,8,896,60.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Silver
525,Maury,Galego,Male,65,Health,High Net Worth,Yes,3,370 Division Junction,3032,VIC,10,181,29.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
526,Kyle,Michie,Female,6,Financial Services,Mass Customer,Yes,10,07226 Anzinger Avenue,3032,VIC,8,595,63.0,60-69,20.0,Major Cities of Australia,1.0,100.0,Silver
527,Reggie,Kernar,Female,26,Financial Services,High Net Worth,No,17,90 Northport Hill,2228,NSW,10,181,50.0,40-49,10.0,Major Cities of Australia,1.0,99.9999999,Bronze
528,Brigitte,Whellams,Female,67,Financial Services,Mass Customer,Yes,17,77785 Veith Lane,2766,NSW,8,188,48.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Platinum
529,Maurizio,Comi,Male,74,IT,Affluent Customer,No,10,25805 Eagan Place,2766,NSW,9,190,25.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
530,Wilfrid,Gertray,Male,1,Financial Services,Mass Customer,No,16,38407 Sutteridge Circle,2766,NSW,8,568,79.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
531,Giselbert,Pickring,Male,94,Manufacturing,Affluent Customer,Yes,20,653 2nd Park,2766,NSW,8,662,62.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
532,Kinna,Kollasch,Female,7,Property,High Net Worth,No,9,232 Knutson Park,4060,QLD,10,188,35.0,30-39,30.0,Major Cities of Australia,1.0,100.0,Bronze
533,Elbertina,Fendley,Female,32,Property,Affluent Customer,No,8,743 Debra Court,2117,NSW,11,191,29.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
534,Gothart,Artus,Male,52,Health,Mass Customer,Yes,14,21824 Northridge Alley,2117,NSW,10,231,43.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Platinum
535,Mair,Erett,Female,15,Financial Services,Affluent Customer,No,18,79 Armistice Parkway,2117,NSW,7,409,64.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
536,Franklin,Wohler,Male,55,Health,Mass Customer,Yes,7,6966 Delladonna Street,2250,NSW,8,191,83.0,70+,10.0,Major Cities of Australia,0.9500713,95.0071325,Platinum
537,Franklin,Wohler,Male,55,Health,Mass Customer,Yes,7,6966 Delladonna Street,2250,NSW,8,191,83.0,70+,11.0,Inner Regional Australia,0.0499287,4.9928675,Platinum
538,Engracia,Dobbs,Female,84,Health,Mass Customer,No,15,72 Eliot Place,2250,NSW,8,202,62.0,60-69,10.0,Major Cities of Australia,0.9500713,95.0071325,Bronze
539,Engracia,Dobbs,Female,84,Health,Mass Customer,No,15,72 Eliot Place,2250,NSW,8,202,62.0,60-69,11.0,Inner Regional Australia,0.0499287,4.9928675,Bronze
540,Etan,Prinett,Male,97,Argiculture,Mass Customer,Yes,10,9082 Waywood Avenue,2250,NSW,8,420,52.0,50-59,10.0,Major Cities of Australia,0.9500713,95.0071325,Platinum
541,Etan,Prinett,Male,97,Argiculture,Mass Customer,Yes,10,9082 Waywood Avenue,2250,NSW,8,420,52.0,50-59,11.0,Inner Regional Australia,0.0499287,4.9928675,Silver
542,Joane,Caldes,Female,84,Financial Services,High Net Worth,Yes,13,42 3rd Plaza,2250,NSW,7,928,43.0,40-49,10.0,Major Cities of Australia,0.9500713,95.0071325,Silver
543,Joane,Caldes,Female,84,Financial Services,High Net Worth,Yes,13,42 3rd Plaza,2250,NSW,7,928,43.0,40-49,11.0,Inner Regional Australia,0.0499287,4.9928675,Silver
544,Consalve,Ballay,Male,41,IT,Mass Customer,Yes,7,72 Village Terrace,2250,NSW,8,987,62.0,60-69,10.0,Major Cities of Australia,0.9500713,95.0071325,Bronze
545,Consalve,Ballay,Male,41,IT,Mass Customer,Yes,7,72 Village Terrace,2250,NSW,8,987,62.0,60-69,11.0,Inner Regional Australia,0.0499287,4.9928675,Bronze
546,Alanna,Lerway,Female,26,Health,Mass Customer,Yes,11,593 Alpine Drive,3195,VIC,12,195,78.0,70+,20.0,Major Cities of Australia,1.0,100.0,Silver
547,Vincent,Jopke,Male,6,Property,Affluent Customer,No,16,45788 Stang Plaza,3687,VIC,3,195,50.0,40-49,21.0,Inner Regional Australia,1.0,100.0,Silver
548,Mandie,Jeffryes,Female,60,Financial Services,High Net Worth,No,7,96515 Di Loreto Pass,4109,QLD,9,195,41.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
549,Collete,Dory,Female,66,Financial Services,High Net Worth,No,2,8625 Dakota Plaza,2210,NSW,9,195,32.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Bronze
550,Laurie,Borsi,Male,31,Entertainment,Mass Customer,Yes,15,94 Barby Lane,2210,NSW,10,475,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
551,Leonid,Dorricott,Male,44,Financial Services,Affluent Customer,No,3,02 Hoffman Road,2448,NSW,3,195,28.0,18-29,12.0,Outer Regional Australia,1.0,100.0,Bronze
552,Muffin,Bhar,Male,44,Financial Services,Affluent Customer,No,19,15 Weeping Birch Crossing,2448,NSW,4,879,55.0,50-59,12.0,Outer Regional Australia,1.0,100.0,Silver
553,Glyn,Borsi,Male,47,Manufacturing,Affluent Customer,Yes,21,67 Bluejay Plaza,2300,NSW,9,202,77.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
554,Rosemonde,Cartwight,Female,44,Retail,Mass Customer,Yes,7,518 Paget Hill,4605,QLD,1,202,69.0,60-69,31.0,Inner Regional Australia,0.6854188,68.541881,Bronze
555,Rosemonde,Cartwight,Female,44,Retail,Mass Customer,Yes,7,518 Paget Hill,4605,QLD,1,202,69.0,60-69,32.0,Outer Regional Australia,0.3145812,31.458119,Bronze
556,Alano,Satchel,Male,2,Financial Services,Mass Customer,No,2,87107 Shelley Crossing,2429,NSW,7,202,23.0,18-29,11.0,Inner Regional Australia,0.8989795,89.897948,Silver
557,Alano,Satchel,Male,2,Financial Services,Mass Customer,No,2,87107 Shelley Crossing,2429,NSW,7,202,23.0,18-29,12.0,Outer Regional Australia,0.1010205,10.102052,Silver
558,Benoit,Harniman,Male,31,Telecommunications,Affluent Customer,No,9,1582 Bashford Drive,4018,QLD,7,206,45.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Silver
559,Sile,Zappel,Female,47,IT,High Net Worth,No,15,44350 Buell Alley,4018,QLD,6,859,63.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Bronze
560,Jenelle,Fearnill,Female,12,Health,High Net Worth,No,19,06 Old Gate Park,2144,NSW,9,206,64.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
561,Amabel,Borsi,Female,71,Financial Services,Mass Customer,Yes,9,3128 Mallory Pass,2144,NSW,6,530,40.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
562,Tannie,Gambrell,Male,92,Financial Services,Affluent Customer,No,4,49 Surrey Point,4710,QLD,4,206,54.0,50-59,31.0,Inner Regional Australia,1.0,100.0,Silver
563,Tabbie,Curner,Male,12,Retail,Mass Customer,No,6,89 Parkside Street,3021,VIC,6,212,25.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
564,Verla,Dumingos,Female,26,Telecommunications,Mass Customer,Yes,10,6784 Spohn Alley,3021,VIC,8,282,50.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
565,Paxon,Roomes,Male,78,Financial Services,High Net Worth,Yes,7,3 Express Lane,3021,VIC,7,320,45.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
566,Thorvald,Duckerin,Male,58,Manufacturing,Affluent Customer,Yes,1,4 Pine View Junction,3021,VIC,8,871,26.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Bronze
567,Shane,Killen,Male,28,Entertainment,High Net Worth,No,10,7 Hazelcrest Place,2165,NSW,8,212,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
568,Parnell,Lamprey,Male,23,Financial Services,High Net Worth,No,12,7353 Mallard Junction,2165,NSW,6,322,44.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Platinum
569,Roberta,Goodale,Female,9,Property,Mass Customer,Yes,22,013 David Junction,4211,QLD,7,215,75.0,70+,30.0,Major Cities of Australia,0.9636193,96.3619329,Silver
570,Roberta,Goodale,Female,9,Property,Mass Customer,Yes,22,013 David Junction,4211,QLD,7,215,75.0,70+,31.0,Inner Regional Australia,0.0363807,3.6380671,Silver
571,Lura,Fawdrie,Female,66,Health,Mass Customer,Yes,4,67183 Anniversary Parkway,4211,QLD,3,396,20.0,18-29,30.0,Major Cities of Australia,0.9636193,96.3619329,Bronze
572,Lura,Fawdrie,Female,66,Health,Mass Customer,Yes,4,67183 Anniversary Parkway,4211,QLD,3,396,20.0,18-29,31.0,Inner Regional Australia,0.0363807,3.6380671,Bronze
573,Cathleen,Le Teve,Female,75,Financial Services,High Net Worth,No,18,32834 Caliangt Way,4211,QLD,3,691,71.0,70+,30.0,Major Cities of Australia,0.9636193,96.3619329,Silver
574,Cathleen,Le Teve,Female,75,Financial Services,High Net Worth,No,18,32834 Caliangt Way,4211,QLD,3,691,71.0,70+,31.0,Inner Regional Australia,0.0363807,3.6380671,Silver
575,Jared,Fendlow,Male,79,Financial Services,Mass Customer,No,15,6195 Bellgrove Lane,4211,QLD,7,832,58.0,50-59,30.0,Major Cities of Australia,0.9636193,96.3619329,Silver
576,Jared,Fendlow,Male,79,Financial Services,Mass Customer,No,15,6195 Bellgrove Lane,4211,QLD,7,832,58.0,50-59,31.0,Inner Regional Australia,0.0363807,3.6380671,Silver
577,Rosalinde,Cubuzzi,Female,50,Financial Services,Mass Customer,No,5,6 Lotheville Trail,2444,NSW,7,215,24.0,18-29,11.0,Inner Regional Australia,1.0,100.0,Bronze
578,Bailey,Bereford,Male,44,Argiculture,Affluent Customer,Yes,11,36 Golf Course Circle,2444,NSW,6,524,71.0,70+,11.0,Inner Regional Australia,1.0,100.0,Silver
579,Angie,Tansley,Male,68,Manufacturing,Mass Customer,No,8,8 Cardinal Junction,2444,NSW,7,544,71.0,70+,11.0,Inner Regional Australia,1.0,100.0,Bronze
580,Meridith,Urwin,Female,62,Health,High Net Worth,Yes,10,535 Graedel Circle,2444,NSW,7,845,25.0,18-29,11.0,Inner Regional Australia,1.0,100.0,Silver
581,Cami,Barnbrook,Female,8,Health,Affluent Customer,Yes,18,890 Truax Lane,4285,QLD,2,218,59.0,50-59,31.0,Inner Regional Australia,1.0,100.0,Gold
582,Gretna,Thredder,Female,62,Financial Services,Mass Customer,No,18,1607 Westridge Drive,2203,NSW,11,223,56.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
583,Tobiah,Heinsius,Male,66,Health,High Net Worth,No,9,3630 Dawn Crossing,2446,NSW,8,223,22.0,18-29,11.0,Inner Regional Australia,0.9204554,92.0455363,Silver
584,Tobiah,Heinsius,Male,66,Health,High Net Worth,No,9,3630 Dawn Crossing,2446,NSW,8,223,22.0,18-29,12.0,Outer Regional Australia,0.0795446,7.9544637,Silver
585,Wallace,Newart,Male,91,IT,Mass Customer,No,17,29007 Dapin Street,4650,QLD,1,223,44.0,40-49,31.0,Inner Regional Australia,0.9993802,99.9380163,Bronze
586,Wallace,Newart,Male,91,IT,Mass Customer,No,17,29007 Dapin Street,4650,QLD,1,223,44.0,40-49,32.0,Outer Regional Australia,0.0006198,0.0619837,Bronze
587,Arel,Abramovitz,Male,72,Health,Mass Customer,No,16,32249 Sycamore Way,4650,QLD,4,433,64.0,60-69,31.0,Inner Regional Australia,0.9993802,99.9380163,Silver
588,Arel,Abramovitz,Male,72,Health,Mass Customer,No,16,32249 Sycamore Way,4650,QLD,4,433,64.0,60-69,32.0,Outer Regional Australia,0.0006198,0.0619837,Silver
589,Seymour,Fellibrand,Male,28,Financial Services,Affluent Customer,Yes,18,96081 Lakewood Hill,4650,QLD,2,708,50.0,40-49,31.0,Inner Regional Australia,0.9993802,99.9380163,Silver
590,Seymour,Fellibrand,Male,28,Financial Services,Affluent Customer,Yes,18,96081 Lakewood Hill,4650,QLD,2,708,50.0,40-49,32.0,Outer Regional Australia,0.0006198,0.0619837,Silver
591,Hersh,Stubbert,Male,0,Manufacturing,Mass Customer,Yes,15,68 Fairfield Street,4115,QLD,8,226,21.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Platinum
592,Thorn,Stigers,Male,42,Financial Services,Mass Customer,No,19,6218 Delladonna Parkway,4115,QLD,8,466,49.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Bronze
593,Riki,Wandtke,Female,25,Entertainment,Mass Customer,Yes,5,435 Mitchell Street,4115,QLD,7,748,59.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Bronze
594,Hatti,Carletti,U,35,IT,Affluent Customer,Yes,11,6 Iowa Center,2519,NSW,9,226,80.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
595,Wyn,Saynor,Male,54,Financial Services,High Net Worth,No,8,5 Briar Crest Road,2099,NSW,9,226,57.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
596,Carroll,Schlagman,Female,61,Health,Affluent Customer,No,13,15 Fisk Road,2099,NSW,9,795,70.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Platinum
